time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461700000	-24.9223	-5.94819	4.78303	2.20439	-0.563269	lidar	2.69611	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.053	-5.74356	4.78902	2.17308	-0.564054	radar	1.86463	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1857	-5.57137	4.75661	2.15237	-0.556954	lidar	0.322437	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3385	-5.38554	4.77036	2.14419	-0.523704	radar	1.30553	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4824	-5.16045	4.81467	2.11659	-0.524314	lidar	0.628855	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6136	-4.98302	4.7947	2.11177	-0.486726	radar	6.42521	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7271	-4.80987	4.74507	2.09367	-0.48117	lidar	0.551288	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8481	-4.60415	4.75158	2.07531	-0.469629	radar	0.253536	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.96	-4.36049	4.7969	2.04377	-0.47726	lidar	0.538957	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0699	-4.13986	4.79387	2.00259	-0.519218	radar	11.0127	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1614	-3.85595	4.87789	1.96087	-0.534233	lidar	2.02393	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2358	-3.61889	4.87389	1.91181	-0.579637	radar	3.58023	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2653	-3.3521	4.89255	1.86102	-0.601582	lidar	4.42611	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3149	-3.10744	4.89425	1.816	-0.628427	radar	0.585395	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3399	-2.87237	4.87237	1.77543	-0.638165	lidar	1.4496	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3974	-2.64542	4.86066	1.75199	-0.625769	radar	1.3771	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4736	-2.49156	4.75224	1.74422	-0.60474	lidar	5.75993	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5283	-2.25639	4.76074	1.72623	-0.582424	radar	0.959456	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5782	-2.06001	4.70902	1.70709	-0.573609	lidar	1.20206	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6089	-1.82387	4.713	1.68645	-0.554102	radar	1.99326	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6069	-1.57497	4.7261	1.64856	-0.564118	lidar	1.13912	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6043	-1.34478	4.71402	1.60729	-0.58865	radar	1.69347	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6079	-1.11789	4.7004	1.57795	-0.588855	lidar	0.0405287	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6368	-0.893306	4.69068	1.56218	-0.571881	radar	5.13845	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6477	-0.642637	4.71912	1.53852	-0.566271	lidar	0.539107	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6353	-0.400767	4.73281	1.50131	-0.587102	radar	2.26122	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5902	-0.107208	4.81943	1.46139	-0.595923	lidar	2.63722	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5707	0.132085	4.82306	1.43218	-0.599917	radar	2.75527	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5471	0.423242	4.90584	1.40674	-0.59348	lidar	1.67513	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5345	0.661001	4.89341	1.39668	-0.560919	radar	1.78637	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5264	0.941954	4.9554	1.38266	-0.545515	lidar	3.01256	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4883	1.20028	4.96784	1.3743	-0.504214	radar	7.23265	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4308	1.43781	4.96017	1.34682	-0.506627	lidar	0.0693486	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3923	1.65662	4.91751	1.33431	-0.483705	radar	8.44513	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3366	1.86849	4.87625	1.31039	-0.484179	lidar	0.368441	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2691	2.09985	4.87347	1.28314	-0.490661	radar	0.205566	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2063	2.29414	4.81274	1.25913	-0.491127	lidar	0.821229	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1437	2.52151	4.79946	1.24772	-0.46502	radar	0.886402	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0645	2.76327	4.82274	1.22557	-0.463548	lidar	0.114622	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9703	2.98656	4.83483	1.18668	-0.497879	radar	2.78339	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8686	3.26416	4.92007	1.16446	-0.493858	lidar	1.52389	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7858	3.49379	4.92203	1.1455	-0.488878	radar	2.15263	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.68	3.69566	4.89147	1.11806	-0.492402	lidar	0.228398	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5635	3.90376	4.88146	1.08795	-0.50106	radar	1.12542	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4964	4.08453	4.80955	1.07414	-0.491009	lidar	3.83663	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3734	4.28688	4.80296	1.04548	-0.496964	radar	0.603181	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.214	4.50478	4.83869	1.01077	-0.506287	lidar	1.99732	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0636	4.70107	4.82667	0.985868	-0.494087	radar	8.9318	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9452	4.89511	4.80905	0.965624	-0.489913	lidar	0.445402	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7894	5.08621	4.81075	0.935952	-0.493688	radar	2.2996	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6213	5.29954	4.85535	0.908333	-0.495749	lidar	0.908868	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4497	5.47856	4.87072	0.866705	-0.525969	radar	0.94854	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2632	5.65143	4.87504	0.830289	-0.536183	lidar	1.22807	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0974	5.81375	4.86586	0.794896	-0.553659	radar	3.24349	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.924	5.97426	4.85247	0.764476	-0.556787	lidar	0.059501	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7797	6.15864	4.80405	0.769219	-0.494997	radar	4.67709	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6124	6.31415	4.78634	0.744024	-0.495914	lidar	0.0979418	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4635	6.48717	4.75807	0.738666	-0.463812	radar	1.87531	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2385	6.70841	4.87675	0.720158	-0.45608	lidar	4.28088	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0436	6.85011	4.85488	0.694477	-0.452777	radar	5.56773	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8297	7.02261	4.90163	0.670824	-0.452773	lidar	1.01474	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6181	7.15817	4.91038	0.636109	-0.470317	radar	1.48149	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4329	7.30328	4.89883	0.616328	-0.466738	lidar	0.306079	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.204	7.43102	4.94872	0.570393	-0.508851	radar	2.50973	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0227	7.59293	4.95341	0.560787	-0.492469	lidar	2.13296	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8387	7.76185	4.93459	0.565712	-0.444823	radar	5.84671	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6307	7.90445	4.94613	0.547849	-0.440045	lidar	0.0895119	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4404	8.03857	4.91811	0.53707	-0.422369	radar	1.69682	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2148	8.0762	4.84623	0.485209	-0.45559	lidar	4.39786	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0237	8.22858	4.80977	0.496491	-0.396708	radar	6.54165	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8446	8.37973	4.80929	0.495944	-0.376639	lidar	3.19284	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6037	8.49153	4.86266	0.464483	-0.399872	radar	4.30041	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3541	8.62897	4.92711	0.44963	-0.393352	lidar	1.36752	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1561	8.75888	4.88508	0.454675	-0.35043	radar	2.03334	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9566	8.86053	4.85754	0.439229	-0.348734	lidar	0.604467	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7579	8.97902	4.81613	0.441515	-0.313563	radar	1.61608	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5351	9.05142	4.79681	0.414845	-0.325289	lidar	0.544532	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.2957	9.15873	4.83931	0.397364	-0.330047	radar	4.41474	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0094	9.25034	4.91566	0.371548	-0.338665	lidar	5.93594	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7929	9.33387	4.89879	0.354343	-0.340304	radar	1.67307	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5375	9.43668	4.94571	0.341161	-0.335607	lidar	0.770446	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2725	9.46867	4.98896	0.289246	-0.39099	radar	5.69356	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9809	9.59951	5.10093	0.286468	-0.371668	lidar	3.43111	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.736	9.69083	5.08533	0.285122	-0.339963	radar	2.9036	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4608	9.79988	5.15265	0.279676	-0.32672	lidar	1.20715	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2129	9.8769	5.1601	0.265667	-0.325171	radar	0.459726	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9407	10.0009	5.22875	0.269078	-0.303506	lidar	1.47575	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6857	10.0685	5.23243	0.253651	-0.303729	radar	0.056372	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4376	10.1753	5.25254	0.25501	-0.2862	lidar	1.33857	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1803	10.2443	5.26594	0.239998	-0.29004	radar	0.530468	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9451	10.2689	5.21604	0.213703	-0.302939	lidar	0.674756	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.697	10.3349	5.20103	0.207712	-0.28745	radar	0.294365	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4758	10.3284	5.1221	0.173977	-0.308706	lidar	1.73754	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1802	10.3533	5.21176	0.137872	-0.346784	radar	7.82753	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9199	10.4083	5.22607	0.128417	-0.33825	lidar	0.252557	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6759	10.4444	5.15791	0.127518	-0.301388	radar	6.50281	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4328	10.4107	5.10892	0.0884516	-0.32769	lidar	2.13613	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1723	10.4362	5.11249	0.0755909	-0.321022	radar	0.569588	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8675	10.5845	5.23876	0.108483	-0.26633	lidar	7.93508	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6125	10.6462	5.20704	0.120593	-0.221795	radar	2.27951	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.362	10.6446	5.1829	0.0975623	-0.234907	lidar	0.513282	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.0989	10.6709	5.19345	0.0860445	-0.235456	radar	0.20071	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8432	10.7637	5.21771	0.101909	-0.205673	lidar	4.09119	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5784	10.8153	5.22323	0.105724	-0.18453	radar	1.48723	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3432	10.7817	5.16535	0.0740383	-0.208865	lidar	1.84954	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0864	10.8193	5.15205	0.0773936	-0.185072	radar	0.713809	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.839	10.8823	5.15513	0.0850215	-0.167125	lidar	2.1488	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5625	10.9036	5.1824	0.0771046	-0.165748	radar	2.64656	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3328	10.9176	5.13958	0.0672023	-0.167703	lidar	0.835152	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0682	10.8529	5.19579	0.00281998	-0.263709	radar	9.52945	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7775	10.8257	5.23238	-0.0202987	-0.273905	lidar	2.71355	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5217	10.8222	5.22248	-0.0318792	-0.270509	radar	0.174955	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2883	10.8169	5.18413	-0.0439546	-0.269384	lidar	1.01812	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0399	10.8706	5.12145	-0.0130517	-0.193863	radar	6.66726	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.77951	10.9164	5.14093	-0.00351244	-0.173061	lidar	2.0907	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.54805	10.8981	5.09375	-0.0169365	-0.175595	radar	3.99553	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.28756	10.9232	5.10996	-0.0140626	-0.163088	lidar	0.715115	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.04156	10.9043	5.08223	-0.0239848	-0.159473	radar	2.65496	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.77755	10.9345	5.10569	-0.0177033	-0.144267	lidar	1.0492	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.53732	10.8929	5.07244	-0.0378013	-0.156276	radar	6.39654	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.36882	10.8156	4.93231	-0.0730461	-0.185764	lidar	5.33939	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.1179	10.828	4.92578	-0.0634948	-0.155894	radar	1.54236	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.78564	10.8708	5.06593	-0.0457165	-0.127969	lidar	5.25649	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.52373	10.8717	5.06103	-0.0380452	-0.100523	radar	2.17694	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.24879	10.8586	5.09391	-0.0433755	-0.100725	lidar	0.561674	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.0104	10.8921	5.04533	-0.0172311	-0.0468226	radar	4.0757	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
